date,lat,long
2022-08-31,39.315643,-76.64571
2022-08-15,39.293381,-76.618225
2022-08-30,39.356447,-76.609235
2022-08-11,39.358997,-76.603897
2022-11-03,39.31525,-76.633979
2022-10-13,39.341529,-76.675908
2022-10-29,39.288896,-76.642339
2022-11-07,39.29161,-76.563443
2022-09-21,39.356608,-76.689668
2022-09-14,39.297855,-76.640137
2022-08-14,39.286659,-76.636695
2022-07-31,39.321525,-76.568843
2022-10-12,39.296342,-76.573011
2022-08-12,39.326866,-76.564695
2022-06-23,39.310078,-76.643428
2022-06-22,39.269401,-76.65692
2022-07-09,39.288281,-76.656855
2022-10-30,39.275267,-76.642141
2022-07-07,39.284023,-76.61336
2022-09-28,39.283463,-76.593571
2022-07-28,39.298978,-76.66614
2022-08-02,39.262763,-76.640743
2022-10-10,39.303927,-76.5782
2022-06-19,39.272349,-76.646038
2022-06-18,39.313006,-76.686047
2022-07-12,39.243296,-76.625883
2022-06-18,39.320642,-76.618619
2022-07-28,39.291287,-76.624678
2022-08-21,39.358835,-76.539112
2022-07-04,39.295636,-76.583589
2022-09-06,39.298245,-76.599062
2022-06-25,39.279764,-76.615813
2022-10-05,39.361685,-76.553217
2022-09-04,39.290598,-76.644203
2022-07-16,39.277661,-76.541701
2022-07-18,39.29146,-76.597859
2022-07-02,39.297318,-76.594409
2022-08-13,39.330497,-76.666097
2022-08-27,39.321738,-76.550754
2022-09-02,39.286716,-76.658224
2022-06-20,39.287687,-76.659608
2022-07-17,39.293837,-76.684093
2022-07-23,39.240038,-76.598819
2022-07-22,39.320804,-76.596694
2022-07-30,39.316778,-76.650715
2022-10-15,39.345618,-76.683034
2022-07-02,39.301941,-76.632775
2022-08-24,39.33456,-76.662783
2022-08-20,39.284803,-76.577059
2022-07-10,39.294454,-76.582347
2022-07-21,39.301708,-76.655248
2022-08-10,39.321738,-76.550754
2022-07-30,39.292484,-76.599603
2022-08-04,39.286066,-76.673339
2022-06-16,39.28899,-76.611457
2022-07-01,39.293831,-76.649064
2022-07-16,39.33994,-76.593627
2022-06-26,39.325971,-76.540964
2022-07-30,39.307522,-76.5949
2022-09-07,39.310224,-76.667678
2022-08-08,39.310839,-76.647515
2022-06-19,39.329371,-76.596153
2022-06-18,39.283187,-76.646727
2022-05-29,39.242396,-76.607917
2022-11-07,39.293078,-76.598115
2022-06-01,39.294525,-76.663027
2022-06-15,39.29378,-76.62204
2022-04-20,39.283657,-76.64592
