date,lat,long
2022-05-10,39.298927,-76.581668
2022-08-31,39.31585,-76.646742
2022-07-25,39.309513,-76.59822
2022-07-29,39.309095,-76.669403
2022-04-14,39.282725,-76.644978
2022-07-29,39.309095,-76.669403
2022-05-22,39.346798,-76.596004
2022-09-16,39.299307,-76.602466
2022-05-13,39.283692,-76.645247
2022-05-12,39.28655,-76.6367
2022-08-07,39.294103,-76.67648
2022-05-23,39.322344,-76.605915
2022-10-14,39.252871,-76.652081
2022-05-21,39.278731,-76.617079
2022-06-28,39.319419,-76.597254
2022-04-16,39.351304,-76.677618
2022-07-01,39.347839,-76.668724
2022-08-10,39.304368,-76.639089
2022-07-16,39.283928,-76.638619
2022-06-07,39.336837,-76.543341
2022-05-04,39.294355,-76.650473
2022-07-16,39.33994,-76.593627
2022-06-07,39.300158,-76.605148
2022-06-07,39.283187,-76.646727
2022-04-15,39.230284,-76.601523
2022-04-26,39.295401,-76.649001
2022-07-12,39.324675,-76.588476
2022-07-23,39.281771,-76.684026
2022-05-08,39.283527,-76.651834
2022-07-13,39.293721,-76.623351
2022-07-27,39.327578,-76.590753
2022-05-26,39.288119,-76.656416
2022-06-07,39.323549,-76.567949
2022-06-04,39.309326,-76.603194
2022-06-15,39.281961,-76.651167
2022-08-05,39.344677,-76.682098
2022-06-17,39.287314,-76.674932
2022-06-26,39.325971,-76.540964
2022-06-28,39.304148,-76.605915
2022-06-03,39.342271,-76.602407
2022-06-13,39.302189,-76.540145
2022-07-09,39.356447,-76.568089
2022-06-14,39.348634,-76.67397
2022-05-13,39.310651,-76.593717
2022-06-02,39.28378,-76.649906
2022-06-12,39.29038,-76.677016
2022-04-27,39.229698,-76.605036
2022-04-27,39.229698,-76.605036
2022-06-14,39.303445,-76.638297
2022-04-20,39.231914,-76.592885
2022-04-18,39.331313,-76.658213
2022-08-06,39.324668,-76.590743
2022-05-27,39.312336,-76.591661
2022-03-04,39.303538,-76.644712
2022-03-01,39.287265,-76.598161
2022-04-30,39.326408,-76.682684
2022-04-30,39.326408,-76.682684
2022-06-06,39.321184,-76.550707
2022-06-06,39.282295,-76.682077
2022-05-27,39.326731,-76.593131
2022-04-14,39.210319,-76.585428
2022-05-22,39.313597,-76.587507
2022-05-22,39.313597,-76.587507
2022-03-13,39.331351,-76.695732
2022-03-12,39.286477,-76.603467
2022-04-12,39.316518,-76.568504
2022-04-28,39.338116,-76.551548
2022-03-27,39.257281,-76.644236
2022-03-25,39.345287,-76.681522
2022-04-25,39.281894,-76.592576
2022-04-07,39.298844,-76.583658
2022-04-20,39.340955,-76.665755
2022-04-14,39.359026,-76.710107
2022-04-02,39.288502,-76.638221
2022-02-03,39.307915,-76.585081
2022-06-04,39.283605,-76.647334
2022-01-28,39.31612,-76.547815
2022-01-28,39.323804,-76.594351
2022-02-01,39.299469,-76.576044
2022-05-02,39.295315,-76.591319
2022-04-26,39.298345,-76.569883
2022-01-25,39.315355,-76.647212
2022-05-02,39.346217,-76.609526
2022-05-05,39.289447,-76.565542
2022-03-10,39.282871,-76.651259
2022-05-13,39.315413,-76.611742
2022-05-13,39.315413,-76.611742
2022-05-16,39.328985,-76.541696
2022-02-14,39.236986,-76.612025
2022-05-29,39.295761,-76.57213
2022-05-29,39.295761,-76.57213
2022-04-29,39.236751,-76.603954
2022-03-18,39.311827,-76.636961
2022-03-06,39.333467,-76.683234
2022-05-28,39.286519,-76.611372
2022-03-10,39.368339,-76.562456
2022-03-09,39.35172,-76.683445
2022-06-07,39.336837,-76.543341
2022-03-18,39.299194,-76.601998
2022-04-03,39.263847,-76.63162
2022-01-30,39.345954,-76.561313
2022-01-22,39.339585,-76.567396
2022-04-06,39.281787,-76.683482
2022-01-22,39.32132,-76.676776
2022-04-06,39.306999,-76.581466
2022-03-16,39.361447,-76.678601
2022-03-16,39.273835,-76.695957
2022-04-10,39.351495,-76.686753
2022-03-12,39.290463,-76.651678
2022-02-09,39.349158,-76.671325
2022-04-04,39.252329,-76.651537
2022-04-03,39.323917,-76.594772
2022-03-26,39.298521,-76.6553
2022-03-25,39.308884,-76.674178
2022-02-05,39.321544,-76.567741
2022-02-28,39.283464,-76.681141
2022-02-06,39.321168,-76.574082
2022-03-21,39.2272,-76.587085
2022-02-28,39.248946,-76.624888
2022-02-16,39.297703,-76.675045
2022-02-16,39.297703,-76.675045
2022-02-14,39.293283,-76.597224
2022-03-19,39.304242,-76.585394
2022-03-19,39.290541,-76.646012
2022-03-12,39.252536,-76.651325
2022-03-17,39.310794,-76.593036
2022-03-13,39.331351,-76.695732
2022-03-13,39.331351,-76.695732
2022-01-31,39.298923,-76.668136
2022-03-18,39.282432,-76.614672
2022-01-22,39.320435,-76.680848
2022-01-20,39.309993,-76.642728
2022-01-18,39.313397,-76.603272
2022-01-16,39.296968,-76.653694
2022-02-12,39.236751,-76.603954
2022-01-11,39.344677,-76.682098
2022-02-12,39.236751,-76.603954
2022-02-12,39.236751,-76.603954
2022-01-10,39.32951,-76.658962
2022-02-21,39.22906,-76.600255
2022-01-24,39.346825,-76.546568
2022-01-24,39.285383,-76.640864
2022-02-08,39.302542,-76.636438
2022-01-18,39.299961,-76.705745
2022-03-02,39.309286,-76.664095
2022-01-05,39.338583,-76.667768
2022-03-01,39.286132,-76.646252
2022-03-01,39.288622,-76.638079
2022-01-23,39.26501,-76.63538
2022-01-01,39.296586,-76.677298
2022-01-20,39.298844,-76.583658
2022-01-13,39.316493,-76.68419
2022-01-11,39.334522,-76.666061
2022-01-21,39.343517,-76.60946
2022-01-12,39.327487,-76.683074
2022-01-16,39.279776,-76.624003
2022-01-11,39.301052,-76.597703
2022-01-20,39.298844,-76.583658
2022-01-20,39.298844,-76.583658
2022-01-09,39.312282,-76.590345
2022-02-12,39.321927,-76.68552
2022-01-01,39.296586,-76.677298
2022-01-12,39.283875,-76.540726
2022-01-07,39.297609,-76.64753
2022-01-25,39.370566,-76.585495
2022-01-24,39.285383,-76.640864
2022-01-24,39.285383,-76.640864
2022-02-16,39.297057,-76.601223
2022-05-10,39.306157,-76.575606
2022-04-08,39.273835,-76.695957
2022-02-14,39.236589,-76.610591
2022-04-06,39.295988,-76.67583
2022-01-24,39.285644,-76.593458
2022-02-11,39.281595,-76.647808
2022-02-11,39.308238,-76.662268
